,New_Client_Id_Client,PURCHASE_DATE,sending_date_group,rel_date_group,answer_date
211663,341189.0,2018-09-26,2018-09-27,,
211664,341193.0,2018-10-22,2018-10-23,,
211665,341194.0,2021-09-07,2021-09-09,,
211666,341197.0,2019-08-03,2019-08-04,,2019-08-11
211667,341208.0,2019-05-11,2019-05-23,,2019-05-23
211668,341208.0,2020-07-09,2020-07-10,,
211669,341208.0,2021-08-28,2021-08-29,,
211670,341212.0,2019-12-28,2019-12-29,,
211671,341214.0,2019-04-29,2019-05-02,,
211672,341219.0,2020-10-29,2020-11-08,,2020-11-11
211673,341231.0,2023-07-31,2023-08-06,,
5540,341232.0,2018-11-23,2018-11-25,2018-11-30,
211674,341239.0,2022-12-24,2022-12-30,,
211675,341239.0,2023-07-08,2023-07-14,,
211676,341240.0,2019-12-28,2019-12-29,,
211677,341247.0,2019-04-11,2019-04-12,,2019-04-12
211678,341247.0,2019-07-11,2019-07-16,,
211679,341247.0,2019-08-09,2019-08-19,,
211680,341253.0,2020-01-11,2020-01-18,,
211681,341253.0,2021-01-09,2021-01-11,,
211682,341264.0,2021-02-13,2021-02-14,,
211683,341271.0,2022-01-17,2022-01-19,,
211684,341279.0,2018-09-26,2018-10-09,,
211685,341279.0,2018-09-29,2018-10-09,,
211686,341279.0,2019-06-21,2019-07-19,,2019-07-19
211687,341279.0,2019-07-08,2019-07-19,,2019-07-19
211688,341279.0,2019-08-03,2019-08-16,,2019-08-16
211689,341279.0,2019-12-26,2020-01-13,,
211690,341279.0,2020-07-15,2020-07-28,,2020-07-28
211691,341279.0,2020-07-18,2020-07-28,,2020-07-28
211692,341279.0,2022-11-21,2022-12-06,,2022-12-06
211693,341279.0,2022-11-22,2022-12-06,,2022-12-06
211694,341279.0,2022-12-27,2023-01-08,,2023-01-08
211695,341279.0,2023-01-02,2023-01-08,,2023-01-08
211696,341279.0,2023-01-04,2023-01-08,,2023-01-08
211697,341279.0,2023-03-02,2023-03-08,,
211698,341282.0,2022-01-14,2022-01-15,,
211699,341285.0,2023-01-26,2023-02-01,,
211700,341288.0,2020-01-08,2020-01-23,,
211701,341288.0,2020-01-13,2020-01-23,,
211702,341292.0,2022-01-19,2022-01-20,,
211703,341294.0,2023-07-22,2023-07-28,,
211704,341304.0,2019-11-27,2019-12-10,,
211705,341305.0,2021-03-01,2021-03-16,,2021-03-16
211706,341306.0,2022-07-29,2022-08-13,,
211707,341313.0,2019-01-02,2019-01-03,,
5541,341317.0,2020-12-19,2020-12-20,2020-12-24,
211708,341317.0,2020-12-22,2020-12-24,,
211709,341317.0,2021-05-21,2021-05-22,,
211710,341317.0,2023-03-18,2023-03-24,,
211711,341323.0,2022-06-11,2022-06-12,,
211712,341324.0,2020-01-18,2020-01-19,,
211713,341327.0,2021-02-15,2021-02-16,,
211714,341327.0,2022-12-16,2022-12-22,,
5542,341332.0,2021-07-29,2021-08-11,2021-08-16,
211715,341332.0,2021-10-07,2021-10-17,,
211716,341333.0,2020-10-07,2020-10-08,,
211717,341333.0,2023-06-13,2023-06-19,,
211718,341335.0,2018-09-25,2018-10-07,,
211719,341335.0,2019-01-22,2019-01-23,,
211720,341337.0,2018-09-15,2018-09-16,,
211721,341339.0,2019-05-25,2019-05-26,,
211722,341347.0,2021-02-03,2021-02-18,,
211723,341357.0,2019-08-30,2019-09-25,,2019-09-25
211724,341357.0,2019-09-23,2019-09-25,,2019-09-25
211725,341357.0,2021-10-21,2021-10-22,,
211726,341361.0,2018-09-29,2018-10-02,,2018-10-02
211727,341361.0,2023-02-04,2023-02-10,,2023-02-10
211728,341367.0,2019-10-03,2019-10-04,,
211729,341367.0,2020-07-01,2020-07-03,,
211730,341371.0,2022-12-19,2022-12-25,,
211731,341374.0,2020-12-15,2021-01-11,,
211732,341374.0,2021-01-09,2021-01-22,,
211733,341378.0,2020-05-03,2020-05-13,,
211734,341381.0,2021-11-22,2021-12-08,,
211735,341383.0,2018-09-24,2018-09-25,,
211736,341383.0,2018-12-22,2019-01-03,,2019-05-13
211737,341383.0,2019-05-04,2019-05-07,,2019-07-23
211738,341383.0,2019-07-19,2019-07-21,,
211739,341383.0,2020-07-22,2020-07-23,,
211740,341388.0,2020-06-29,2020-06-30,,2020-06-30
211741,341392.0,2020-06-14,2020-06-16,,
211742,341393.0,2021-02-08,2021-02-23,,
211743,341395.0,2019-05-31,2019-06-03,,
211744,341395.0,2020-07-18,2020-07-20,,
211745,341400.0,2021-09-04,2021-09-06,,
211746,341406.0,2019-05-28,2019-05-29,,2019-06-01
211747,341409.0,2020-10-02,2020-10-06,,
211748,341409.0,2022-07-08,2022-07-14,,
211749,341412.0,2020-01-08,2020-01-09,,
211750,341423.0,2019-01-12,2019-01-16,,
211751,341425.0,2019-05-16,2019-05-22,,
211752,341425.0,2023-05-06,2023-05-12,,
211753,341426.0,2020-06-21,2020-06-22,,2020-06-24
211754,341429.0,2022-11-17,2022-11-23,,
211755,341429.0,2023-01-10,2023-01-16,,
211756,341431.0,2019-08-14,2019-08-21,,
211757,341434.0,2021-12-19,2021-12-30,,
211758,341442.0,2020-12-15,2020-12-16,,
211759,341442.0,2021-03-17,2021-03-18,,
211760,341442.0,2022-09-15,2022-09-26,,
211761,341446.0,2019-04-11,2019-04-12,,
211762,341447.0,2018-10-06,2018-10-07,,
211763,341447.0,2019-09-28,2019-09-29,,
211764,341447.0,2021-12-04,2021-12-13,,
211765,341450.0,2022-05-25,2022-05-27,,
211766,341452.0,2021-12-19,2021-12-30,,
211767,341452.0,2022-08-06,2022-08-12,,
211768,341457.0,2020-06-30,2020-07-01,,
211769,341460.0,2022-01-29,2022-02-04,,
211770,341460.0,2022-07-20,2022-07-26,,
211771,341460.0,2022-11-24,2022-11-30,,
211772,341463.0,2019-08-06,2019-08-07,,
211773,341464.0,2022-01-17,2022-01-23,,
211774,341464.0,2022-01-19,2022-01-23,,
211775,341465.0,2022-01-24,2022-02-05,,
211776,341465.0,2022-03-21,2022-03-27,,
211777,341465.0,2022-05-16,2022-05-22,,
5543,341468.0,2020-11-16,2020-11-26,2020-12-01,
211778,341469.0,2018-11-10,2018-11-12,,
211779,341472.0,2020-05-29,2020-05-30,,
211780,341473.0,2019-02-19,2019-02-21,,
211781,341473.0,2019-12-16,2019-12-24,,
211782,341477.0,2020-07-31,2020-08-01,,
211783,341478.0,2018-09-08,2018-09-12,,
211784,341478.0,2022-11-19,2022-11-25,,
211785,341488.0,2019-08-03,2019-08-04,,2019-08-06
211786,341488.0,2022-06-26,2022-07-02,,2022-07-03
211787,341489.0,2020-11-28,2020-11-30,,
211788,341493.0,2019-03-13,2019-03-14,,
211789,341494.0,2019-10-01,2019-10-03,,
211790,341497.0,2018-12-08,2018-12-16,,
211791,341497.0,2018-12-15,2018-12-16,,
211792,341497.0,2019-07-18,2019-07-20,,
211793,341497.0,2020-07-13,2020-07-14,,
211794,341497.0,2021-09-03,2021-09-04,,
211795,341497.0,2021-12-09,2021-12-10,,
211796,341497.0,2023-05-13,2023-05-19,,
211797,341499.0,2019-02-11,2019-02-12,,
211798,341499.0,2019-05-24,2019-05-25,,
211799,341500.0,2019-08-20,2019-08-22,,
5544,341500.0,2019-09-14,2019-09-18,2019-09-23,
211800,341504.0,2020-10-12,2020-10-22,,
211801,341508.0,2018-11-03,2018-11-04,,
211802,341509.0,2020-10-05,2020-10-06,,2020-10-09
211803,341515.0,2019-05-28,2019-05-29,,
211804,341520.0,2019-04-13,2019-04-17,,
211805,341524.0,2019-04-03,2019-04-04,,
211806,341524.0,2021-10-29,2021-10-31,,
211807,341524.0,2023-05-31,2023-06-06,,
211808,341527.0,2021-08-11,2021-08-12,,
211809,341531.0,2019-08-24,2019-08-27,,
211810,341536.0,2023-05-18,2023-05-24,,
211811,341540.0,2018-12-26,2019-01-06,,
211812,341540.0,2023-02-25,2023-03-03,,
211813,341541.0,2020-02-04,2020-02-08,,
211814,341541.0,2020-02-07,2020-02-08,,
211815,341543.0,2020-01-03,2020-01-09,,2020-01-10
211816,341543.0,2020-08-17,2020-08-18,,
211817,341543.0,2021-07-28,2021-08-24,,
211818,341543.0,2021-08-19,2021-08-24,,
211819,341543.0,2022-12-08,2022-12-14,,
211820,341544.0,2022-06-23,2022-06-25,,
211821,341565.0,2019-06-11,2019-06-27,,
211822,341565.0,2022-11-23,2022-11-29,,
211823,341568.0,2022-11-07,2022-11-13,,
211824,341570.0,2023-08-24,2023-08-27,,
211825,341571.0,2021-04-01,2021-04-02,,
211826,341571.0,2022-06-22,2022-06-28,,
211827,341574.0,2019-01-26,2019-01-29,,2019-01-29
211828,341577.0,2022-11-07,2022-11-13,,
211829,341580.0,2021-01-25,2021-01-26,,
211830,341581.0,2021-04-21,2021-04-22,,
5545,341581.0,2021-12-05,2021-12-07,2021-12-13,
211831,341581.0,2022-12-30,2023-01-05,,
211832,341583.0,2020-07-03,2020-07-13,,
211833,341586.0,2021-10-08,2021-10-09,,
211834,341587.0,2020-07-24,2020-08-03,,
211835,341587.0,2020-08-02,2020-08-03,,
211836,341597.0,2019-06-03,2019-06-04,,2019-06-04
211837,341597.0,2020-09-01,2020-09-02,,2020-09-04
211838,341597.0,2023-06-30,2023-07-06,,
211839,341603.0,2022-01-08,2022-01-12,,
211840,341608.0,2019-01-29,2019-01-30,,
211841,341610.0,2023-02-28,2023-03-06,,
211842,341613.0,2021-03-11,2021-03-26,,
211843,341613.0,2021-03-16,2021-03-26,,
211844,341613.0,2021-10-01,2021-10-14,,
211845,341613.0,2021-10-04,2021-10-14,,
211846,341616.0,2020-10-10,2020-10-11,,
211847,341617.0,2019-03-22,2019-03-27,,2019-03-27
211848,341617.0,2019-05-23,2019-05-24,,
211849,341624.0,2021-12-12,2021-12-13,,
211850,341625.0,2019-09-28,2019-09-29,,
211851,341626.0,2020-01-10,2020-01-20,,
211852,341629.0,2018-10-06,2018-10-07,,
211853,341629.0,2018-10-15,2018-11-08,,
211854,341629.0,2019-03-22,2019-03-23,,
211855,341632.0,2018-12-24,2019-01-04,,
211856,341632.0,2019-12-22,2019-12-24,,
211857,341632.0,2021-12-24,2021-12-30,,
211858,341632.0,2022-12-15,2022-12-21,,
211859,341633.0,2018-11-06,2018-11-07,,2018-11-07
211860,341633.0,2018-11-21,2018-12-11,,
211861,341633.0,2019-05-10,2019-05-22,,
211862,341633.0,2022-06-08,2022-06-14,,
211863,341633.0,2023-07-25,2023-07-31,,
211864,341634.0,2021-11-28,2021-12-07,,
211865,341634.0,2022-12-17,2022-12-23,,
211866,341635.0,2020-04-30,2020-05-10,,
5546,341636.0,2021-07-22,2021-08-11,2021-08-16,
211867,341636.0,2021-09-20,2021-09-30,,
211868,341637.0,2018-10-03,2018-10-05,,
211869,341640.0,2019-01-17,2019-01-18,,2019-01-18
211870,341642.0,2021-08-25,2021-09-22,,
211871,341647.0,2023-07-17,2023-08-01,,
211872,341652.0,2021-02-01,2021-02-11,,
211873,341654.0,2020-01-11,2020-01-14,,
211874,341660.0,2019-09-21,2019-09-23,,
211875,341661.0,2019-04-13,2019-04-15,,
211876,341661.0,2020-06-06,2020-06-07,,
211877,341661.0,2022-10-15,2022-10-21,,
211878,341672.0,2021-11-28,2021-12-08,,
211879,341673.0,2019-05-30,2019-05-31,,
211880,341679.0,2022-01-22,2022-01-23,,
211881,341682.0,2022-01-27,2022-02-11,,
211882,341682.0,2022-09-24,2022-09-30,,
211883,341691.0,2019-05-19,2019-05-23,,
211884,341694.0,2019-05-11,2019-05-22,,
211885,341697.0,2020-06-26,2020-06-27,,
211886,341700.0,2020-07-08,2020-07-09,,
211887,341706.0,2019-01-21,2019-01-22,,
211888,341706.0,2022-02-03,2022-02-09,,
211889,341707.0,2018-10-11,2018-10-12,,2018-10-12
211890,341707.0,2019-07-01,2019-07-03,,2019-07-06
211891,341711.0,2022-06-25,2022-06-26,,
211892,341712.0,2019-07-08,2019-07-10,,2019-07-11
211893,341712.0,2020-07-25,2020-07-26,,2020-07-27
211894,341712.0,2020-07-27,2020-08-06,,
211895,341713.0,2023-03-01,2023-03-07,,
211896,341716.0,2023-04-22,2023-04-28,,
211897,341719.0,2018-11-24,2018-11-25,,
211898,341730.0,2019-12-21,2019-12-22,,
211899,341731.0,2022-10-14,2022-10-16,,
211900,341731.0,2022-12-08,2022-12-14,,
211901,341734.0,2019-02-06,2019-02-08,,2019-02-08
211902,341735.0,2020-10-19,2020-10-21,,
211903,341736.0,2021-09-05,2021-09-22,,
211904,341736.0,2022-04-08,2022-04-14,,
211905,341738.0,2019-07-06,2019-07-08,,
211906,341740.0,2018-10-04,2018-10-06,,
211907,341740.0,2019-09-23,2019-09-25,,
5547,341742.0,2021-12-23,2021-12-30,2022-01-04,
211908,341745.0,2019-06-21,2019-06-27,,
211909,341747.0,2021-10-23,2021-10-25,,
211910,341754.0,2020-10-10,2020-10-11,,
211911,341758.0,2018-10-20,2018-10-21,,
211912,341758.0,2018-10-29,2018-11-22,,
211913,341758.0,2023-05-19,2023-05-25,,
211914,341760.0,2021-02-04,2021-02-14,,
211915,341760.0,2021-03-30,2021-04-09,,
5548,341760.0,2021-08-02,2021-08-12,2021-08-16,
211916,341760.0,2021-09-09,2021-09-19,,2021-09-22
211917,341763.0,2023-02-15,2023-02-21,,
211918,341763.0,2023-05-27,2023-06-02,,
211919,341764.0,2022-04-19,2022-04-20,,
211920,341765.0,2023-04-30,2023-05-06,,
211921,341769.0,2022-02-18,2022-02-24,,
211922,341783.0,2019-01-28,2019-01-29,,
211923,341783.0,2022-01-21,2022-01-27,,
211924,341787.0,2019-06-16,2019-06-27,,
211925,341787.0,2019-06-22,2019-06-27,,
211926,341787.0,2019-12-21,2019-12-24,,
211927,341787.0,2020-07-25,2020-07-26,,
211928,341791.0,2021-01-08,2021-01-09,,
211929,341814.0,2019-01-02,2019-01-03,,
211930,341822.0,2021-11-03,2021-11-05,,
211931,341827.0,2020-09-21,2020-09-22,,
211932,341828.0,2019-01-05,2019-01-07,,
211933,341830.0,2021-02-23,2021-02-24,,
211934,341831.0,2020-02-23,2020-03-04,,
211935,341835.0,2022-11-22,2022-11-28,,2022-12-06
211936,341835.0,2022-12-22,2022-12-30,,
211937,341837.0,2020-09-22,2020-09-23,,
211938,341838.0,2020-05-31,2020-06-01,,
211939,341838.0,2023-07-01,2023-07-07,,
211940,341839.0,2022-01-24,2022-01-30,,
211941,341841.0,2018-10-24,2018-10-25,,
211945,341841.0,2018-11-09,2018-11-26,,
211942,341841.0,2019-05-25,2019-05-26,,
211943,341841.0,2023-05-09,2023-05-15,,
211944,341841.0,2023-06-28,2023-07-04,,
211946,341842.0,2020-08-19,2020-08-20,,
211947,341842.0,2020-09-26,2020-09-27,,
211948,341842.0,2020-10-22,2020-10-30,,
211949,341842.0,2021-05-23,2021-05-25,,
211950,341844.0,2022-06-28,2022-06-29,,
211951,341845.0,2022-07-04,2022-07-05,,
211952,341852.0,2021-02-08,2021-02-09,,
211953,341858.0,2019-12-08,2019-12-10,,
211954,341861.0,2022-01-24,2022-01-25,,
211955,341865.0,2019-01-12,2019-01-22,,2019-01-23
211956,341865.0,2019-10-08,2019-10-18,,2019-10-20
211957,341865.0,2020-04-08,2020-04-18,,2020-04-19
211958,341866.0,2022-03-18,2022-04-02,,
211959,341872.0,2021-02-22,2021-03-09,,
211960,341876.0,2019-08-08,2019-08-16,,
211961,341876.0,2020-08-10,2020-08-11,,
5549,341876.0,2021-12-07,2021-12-08,2021-12-13,
211962,341876.0,2022-02-07,2022-02-13,,
211963,341877.0,2018-12-08,2018-12-12,,
211964,341879.0,2022-07-02,2022-07-03,,
211965,341879.0,2023-01-11,2023-01-17,,
211966,341885.0,2020-09-24,2020-09-25,,
211967,341887.0,2021-12-12,2021-12-13,,
211968,341888.0,2021-02-10,2021-03-11,,
211969,341888.0,2021-03-10,2021-03-11,,
211970,341888.0,2021-12-04,2021-12-13,,
211971,341888.0,2022-11-06,2022-11-12,,
211972,341888.0,2022-12-26,2023-01-01,,
211973,341889.0,2020-09-30,2020-10-06,,
211974,341892.0,2021-09-24,2021-10-04,,
211975,341894.0,2020-01-16,2020-01-18,,
211976,341899.0,2018-09-26,2018-09-28,,2018-10-01
211977,341899.0,2019-01-25,2019-01-26,,2019-01-26
211978,341899.0,2019-01-28,2019-02-27,,
211979,341901.0,2019-02-08,2019-02-09,,
211980,341901.0,2020-01-16,2020-01-18,,
211981,341901.0,2020-09-15,2020-09-16,,
211982,341901.0,2022-02-28,2022-03-06,,
211983,341907.0,2019-06-12,2019-06-15,,
211984,341909.0,2021-12-15,2021-12-17,,
211985,341913.0,2021-02-01,2021-02-16,,
211986,341916.0,2020-07-31,2020-08-02,,
211987,341916.0,2021-02-04,2021-02-09,,
211988,341916.0,2021-12-27,2022-01-02,,
211989,341916.0,2022-01-07,2022-02-03,,
211990,341916.0,2022-01-18,2022-02-03,,
211991,341919.0,2019-12-14,2019-12-24,,
211992,341919.0,2020-06-10,2020-06-11,,
211993,341919.0,2023-01-06,2023-01-12,,
5550,341923.0,2021-08-07,2021-08-11,2021-08-16,
211994,341926.0,2022-12-17,2022-12-23,,
211995,341929.0,2020-12-10,2020-12-11,,
211996,341933.0,2020-12-07,2020-12-08,,
211997,341933.0,2021-10-09,2021-10-10,,
211998,341935.0,2019-07-04,2019-07-05,,2019-07-06
211999,341935.0,2022-06-30,2022-07-06,,
212000,341939.0,2021-12-08,2021-12-09,,
212001,341939.0,2022-12-17,2022-12-23,,
212002,341939.0,2023-06-14,2023-06-20,,
212003,341941.0,2022-12-11,2022-12-14,,
212004,341945.0,2022-09-10,2022-09-16,,
212005,341947.0,2019-01-31,2019-02-02,,
212006,341947.0,2020-02-08,2020-02-09,,
212007,341947.0,2021-01-28,2021-02-04,,
212008,341947.0,2021-03-09,2021-03-10,,
212009,341947.0,2022-01-26,2022-02-01,,
212010,341947.0,2022-07-13,2022-07-19,,
212011,341947.0,2022-07-16,2022-07-19,,
212012,341948.0,2019-02-02,2019-02-04,,
212013,341952.0,2019-10-05,2019-10-08,,
212014,341953.0,2019-06-29,2019-07-01,,2019-07-01
212015,341956.0,2019-12-12,2019-12-13,,
212016,341957.0,2019-10-12,2019-10-17,,
212017,341969.0,2018-09-29,2018-10-01,,
212018,341969.0,2018-11-02,2018-11-03,,
212019,341969.0,2021-12-30,2022-01-05,,
5551,341977.0,2020-08-21,2020-08-22,2020-08-26,2020-08-26
212020,341977.0,2023-02-07,2023-02-13,,
212021,341978.0,2019-07-01,2019-07-03,,
212022,341978.0,2021-05-22,2021-05-23,,
212023,341979.0,2018-12-15,2018-12-16,,
5552,341979.0,2019-10-11,2019-10-17,2019-10-21,
212024,341983.0,2020-12-09,2020-12-10,,
212025,341983.0,2022-01-24,2022-01-30,,
212026,341986.0,2022-02-14,2022-02-16,,
212027,341996.0,2018-12-27,2019-01-04,,
212028,341997.0,2019-06-21,2019-06-27,,
212029,341997.0,2019-06-22,2019-06-27,,
212030,341998.0,2021-12-23,2021-12-30,,
212031,342001.0,2018-12-12,2018-12-15,,2018-12-15
212032,342001.0,2020-10-12,2020-10-13,,
212033,342003.0,2022-02-01,2022-02-02,,
212034,342006.0,2018-11-16,2018-11-20,,
212035,342008.0,2020-10-16,2020-10-17,,
212036,342015.0,2019-07-17,2019-07-19,,
212037,342018.0,2018-12-03,2018-12-13,,
212038,342018.0,2019-04-27,2019-05-07,,
212039,342018.0,2019-09-20,2019-09-30,,
212040,342018.0,2019-11-27,2019-12-10,,
212041,342018.0,2020-02-27,2020-03-08,,
212042,342018.0,2020-09-22,2020-10-06,,
212043,342018.0,2021-01-22,2021-02-04,,
212044,342018.0,2021-11-04,2021-11-14,,
212045,342018.0,2022-02-18,2022-02-24,,
212046,342018.0,2022-02-21,2022-02-24,,
212047,342018.0,2022-11-04,2022-11-10,,
212048,342018.0,2023-07-28,2023-08-03,,
212049,342019.0,2022-07-11,2022-07-26,,
212050,342026.0,2020-08-10,2020-08-11,,
212051,342027.0,2020-10-28,2020-10-30,,
212052,342027.0,2022-10-15,2022-10-21,,
212053,342030.0,2019-11-23,2019-11-26,,
212054,342036.0,2019-06-18,2019-06-20,,
212055,342041.0,2022-01-19,2022-01-20,,
212056,342041.0,2022-05-26,2022-06-01,,
212057,342044.0,2021-10-30,2021-11-01,,
212058,342048.0,2019-03-02,2019-03-03,,
212059,342051.0,2020-05-16,2020-05-18,,
212060,342052.0,2023-04-15,2023-04-21,,
212061,342059.0,2020-05-27,2020-05-28,,
212062,342059.0,2020-10-24,2020-10-25,,
212063,342059.0,2021-11-05,2021-11-06,,
212064,342059.0,2023-06-13,2023-06-19,,
212065,342061.0,2019-02-09,2019-02-10,,
212066,342061.0,2022-05-14,2022-05-20,,
212067,342062.0,2022-06-23,2022-07-11,,
212068,342062.0,2022-07-02,2022-07-11,,
212069,342066.0,2018-09-01,2018-09-02,,2018-09-02
212070,342066.0,2022-01-05,2022-01-12,,
212071,342068.0,2018-10-20,2018-10-21,,
212072,342068.0,2018-12-29,2019-01-03,,
212073,342068.0,2021-02-09,2021-02-10,,
212074,342069.0,2020-07-25,2020-07-26,,
212075,342075.0,2021-11-22,2021-12-07,,
212076,342077.0,2021-12-27,2022-01-02,,
212077,342080.0,2019-06-30,2019-07-02,,
212078,342083.0,2023-01-16,2023-01-22,,
212079,342087.0,2020-10-11,2020-10-16,,
212080,342087.0,2021-01-28,2021-02-04,,2021-02-12
212081,342088.0,2021-08-16,2021-08-24,,
212082,342094.0,2019-12-20,2019-12-21,,
212083,342096.0,2021-02-11,2021-02-13,,
212084,342097.0,2020-10-06,2020-10-16,,
212085,342099.0,2019-01-02,2019-01-03,,2019-01-23
212086,342099.0,2019-10-07,2019-10-19,,
212087,342099.0,2019-10-18,2019-10-19,,
212088,342099.0,2020-10-16,2020-10-17,,
212089,342099.0,2022-12-22,2022-12-28,,
212090,342102.0,2018-12-29,2019-01-04,,
212091,342103.0,2018-09-29,2018-10-02,,2018-10-02
212092,342104.0,2021-12-29,2022-01-16,,
212093,342106.0,2019-01-18,2019-01-29,,
212094,342108.0,2021-09-24,2021-09-25,,
212095,342110.0,2021-02-04,2021-02-14,,
212096,342110.0,2022-04-11,2022-04-17,,
212097,342117.0,2020-01-10,2020-01-14,,
212098,342120.0,2020-12-14,2020-12-15,,2020-12-15
212099,342120.0,2021-03-09,2021-03-10,,
212100,342120.0,2021-05-21,2021-05-22,,
5553,342120.0,2021-08-04,2021-08-11,2021-08-16,
212101,342120.0,2022-12-18,2022-12-24,,
212102,342120.0,2023-06-14,2023-06-21,,
212103,342123.0,2023-02-06,2023-02-12,,
212104,342127.0,2018-10-13,2018-10-15,,
212105,342127.0,2019-04-22,2019-04-23,,
212106,342127.0,2023-06-16,2023-06-23,,
212107,342130.0,2018-10-24,2018-10-25,,
212108,342131.0,2018-12-04,2018-12-11,,
212109,342133.0,2021-01-06,2021-01-07,,
212110,342140.0,2019-07-11,2019-07-16,,2019-12-08
212111,342141.0,2021-08-27,2021-09-06,,
212112,342141.0,2022-05-13,2022-05-19,,
212113,342141.0,2022-06-27,2022-07-03,,
212114,342141.0,2022-10-18,2022-10-24,,
212115,342141.0,2023-01-19,2023-01-25,,
212116,342141.0,2023-07-31,2023-08-06,,
212117,342142.0,2021-10-07,2021-10-08,,
212118,342142.0,2022-06-10,2022-06-16,,
212119,342142.0,2022-06-25,2022-07-18,,
212120,342142.0,2022-07-02,2022-07-18,,
212121,342142.0,2023-05-04,2023-05-10,,
212122,342147.0,2018-12-26,2019-01-03,,
212123,342149.0,2020-02-28,2020-03-03,,
212124,342149.0,2021-03-27,2021-03-28,,
212125,342150.0,2022-07-25,2022-07-26,,
5554,342153.0,2018-11-24,2018-11-26,2018-11-30,
212126,342153.0,2018-12-21,2019-01-03,,
212127,342155.0,2021-09-29,2021-10-15,,
212128,342156.0,2020-08-09,2020-08-10,,
212129,342157.0,2019-03-23,2019-03-26,,
212130,342158.0,2020-12-21,2020-12-23,,
212131,342162.0,2019-03-20,2019-03-22,,
212132,342162.0,2019-07-02,2019-07-03,,
212133,342162.0,2020-06-02,2020-06-03,,
212134,342162.0,2020-10-01,2020-10-06,,
212135,342162.0,2021-12-09,2021-12-23,,
212136,342165.0,2020-10-22,2020-10-23,,
5555,342167.0,2021-07-24,2021-08-11,2021-08-16,
212137,342169.0,2019-12-12,2019-12-13,,
212138,342171.0,2019-06-30,2019-07-02,,
212139,342174.0,2020-10-20,2020-10-22,,
212140,342180.0,2020-02-01,2020-02-06,,2020-02-09
212141,342185.0,2022-07-27,2022-08-07,,
212142,342185.0,2022-08-01,2022-08-07,,
212143,342185.0,2022-10-23,2022-10-29,,
212144,342186.0,2018-10-25,2018-10-27,,
212145,342195.0,2020-05-11,2020-05-21,,
212146,342206.0,2020-08-06,2020-08-23,,2020-08-26
212147,342206.0,2020-08-13,2020-08-23,,2020-08-26
212148,342210.0,2020-10-20,2020-10-22,,
212149,342217.0,2019-04-08,2019-04-11,,
212150,342217.0,2020-03-01,2020-03-03,,
212151,342217.0,2023-04-13,2023-04-19,,
212152,342219.0,2022-07-08,2022-07-09,,
212153,342222.0,2021-09-17,2021-09-18,,
212154,342227.0,2019-12-01,2019-12-11,,2019-12-11
212155,342229.0,2020-12-21,2020-12-23,,
212156,342229.0,2021-09-15,2021-09-17,,
212157,342231.0,2023-05-30,2023-06-05,,
212158,342231.0,2023-07-21,2023-07-27,,
212159,342232.0,2019-04-20,2019-04-22,,
212160,342234.0,2018-10-26,2018-10-27,,2018-10-27
212161,342234.0,2019-03-16,2019-03-17,,
212162,342235.0,2019-12-14,2019-12-24,,2019-12-27
212163,342235.0,2021-12-09,2021-12-20,,
212164,342237.0,2018-09-19,2018-09-21,,
212165,342239.0,2018-12-24,2019-01-03,,
212166,342242.0,2020-10-27,2020-10-28,,
212167,342247.0,2020-01-18,2020-01-19,,
212168,342248.0,2020-12-09,2020-12-10,,
212169,342253.0,2020-12-21,2021-01-02,,
212170,342259.0,2020-07-18,2020-07-20,,
212171,342259.0,2020-10-03,2020-10-06,,
212172,342259.0,2022-05-06,2022-05-12,,
212173,342259.0,2022-05-11,2022-05-12,,
212174,342259.0,2022-05-21,2022-06-15,,
212175,342259.0,2022-06-09,2022-06-15,,
212176,342259.0,2022-10-08,2022-10-14,,
212177,342259.0,2022-11-19,2022-11-25,,
212178,342259.0,2023-02-07,2023-02-13,,
212179,342259.0,2023-06-03,2023-06-09,,
212180,342259.0,2023-07-13,2023-07-21,,2023-07-21
212181,342259.0,2023-07-15,2023-07-21,,2023-07-21
212182,342260.0,2022-01-05,2022-01-10,,
212183,342260.0,2023-02-04,2023-02-10,,
212184,342261.0,2022-04-16,2022-04-22,,
212185,342266.0,2020-07-14,2020-07-16,,
212186,342271.0,2022-12-11,2022-12-17,,
212187,342272.0,2018-12-12,2018-12-15,,2018-12-18
212188,342272.0,2019-10-18,2019-10-19,,2019-10-19
212189,342274.0,2022-01-20,2022-02-05,,
212190,342282.0,2019-10-09,2019-10-11,,2019-10-12
212191,342283.0,2021-01-23,2021-01-24,,
212192,342284.0,2018-12-09,2018-12-11,,
212193,342286.0,2021-12-23,2021-12-30,,
212194,342290.0,2019-09-05,2019-09-18,,
212195,342290.0,2023-02-06,2023-02-12,,
212196,342291.0,2019-05-29,2019-05-30,,
212197,342294.0,2019-04-02,2019-04-12,,
212198,342295.0,2020-02-18,2020-02-21,,
212199,342295.0,2023-03-04,2023-03-10,,
212200,342296.0,2019-10-17,2019-10-18,,
212201,342296.0,2022-12-12,2022-12-18,,
212202,342300.0,2021-11-10,2021-11-13,,
212203,342303.0,2021-05-22,2021-05-23,,
212204,342304.0,2018-10-26,2018-10-27,,
212205,342304.0,2019-10-04,2019-10-05,,
212206,342304.0,2020-10-24,2020-10-25,,
